Ward_ID,Month,Historical_Rainfall_mm,Estimated_Rainy_Days,Rainfall_Category,Elevation_m,Groundwater_Table_Depth_m,Water_Body_Proximity,Impervious_Surface_Percent,Water_Surface_Percent,Seasonal_Green_Cover_Percent,Road_Density_Index_1to10,Drainage_Index_1to10,Storm_Drain_Coverage_Percent,Drain_Load_Utilization_Percent,Silt_Accumulation_Level,Reported_Road_Waterlogging_Incidents,Avg_Humidity_Percent,Heat_Index_C,Avg_Temperature_C,Estimated_Max_Temperature_C,Estimated_Min_Temperature_C,Forecast_Rainfall_mm,Forecast_Rainfall_Category,Flood_Risk_Level
13,2026-04,52.5,3,Moderate,6,2.97,Yes (reclaimed wetland),78,4,15.3,8,7,85,37.3,Very High,0,63.3,33.7,30.1,33.6,26.6,54.5,Moderate,No Risk
13,2026-05,115.1,8,Moderate,6,2.64,Yes (reclaimed wetland),78,4,16.2,8,7,85,48.5,High,0,69.8,39.0,31.5,35.0,28.0,116.2,Moderate,No Risk
13,2026-06,280.2,19,Wet,6,1.98,Yes (reclaimed wetland),78,4,18.9,8,7,85,77.9,Low,1,77.7,40.3,31.1,33.6,28.6,279.4,Wet,Minor
13,2026-07,346.0,23,Very Wet,6,1.43,Yes (reclaimed wetland),78,4,21.6,8,7,85,89.6,Moderate,1,85.9,37.3,29.4,31.4,27.4,330.5,Very Wet,Minor
13,2026-08,291.7,19,Wet,6,1.21,Yes (reclaimed wetland),78,4,22.5,8,7,85,79.9,Moderate,1,84.9,35.4,28.9,30.9,26.9,274.8,Wet,Minor
14,2025-09,284.1,19,Wet,2,0.6,Yes (Hooghly-adjacent),90,3,8.0,5,3,32,86.6,Moderate,3,84.2,36.4,29.2,32.2,26.2,253.8,Wet,Major
14,2025-10,135.8,9,Moderate,2,0.7,Yes (Hooghly-adjacent),90,3,7.4,5,3,32,60.2,Moderate,0,75.9,29.9,27.3,30.8,23.8,144.8,Moderate,No Risk
14,2025-11,25.7,2,Dry,2,0.85,Yes (Hooghly-adjacent),90,3,6.3,5,3,32,40.6,High,0,62.4,23.2,23.2,27.2,19.2,26.2,Dry,No Risk
14,2025-12,5.6,0,Dry,2,1.0,Yes (Hooghly-adjacent),90,3,5.2,5,3,32,37.0,High,0,58.1,18.9,19.4,23.9,14.9,5.5,Dry,No Risk
14,2026-01,14.3,1,Dry,2,1.15,Yes (Hooghly-adjacent),90,3,4.9,5,3,32,38.6,High,0,57.1,19.6,20.1,24.6,15.6,13.8,Dry,No Risk
14,2026-02,24.6,2,Dry,2,1.25,Yes (Hooghly-adjacent),90,3,5.2,5,3,32,40.4,Very High,0,59.5,22.6,22.7,26.7,18.7,25.1,Dry,No Risk
14,2026-03,35.1,2,Dry,2,1.35,Yes (Hooghly-adjacent),90,3,5.6,5,3,32,42.3,Very High,0,58.4,29.1,27.9,31.4,24.4,33.9,Dry,No Risk
14,2026-04,43.8,3,Dry,2,1.35,Yes (Hooghly-adjacent),90,3,6.0,5,3,32,43.8,Very High,0,65.2,35.1,30.5,34.0,27.0,44.7,Dry,No Risk
14,2026-05,122.5,8,Moderate,2,1.2,Yes (Hooghly-adjacent),90,3,6.3,5,3,32,57.8,High,0,69.3,38.4,31.4,34.9,27.9,136.3,Moderate,No Risk
14,2026-06,337.4,22,Very Wet,2,0.9,Yes (Hooghly-adjacent),90,3,7.4,5,3,32,96.1,Low,4,78.2,36.2,29.7,32.2,27.2,380.1,Very Wet,Major
14,2026-07,323.8,22,Very Wet,2,0.65,Yes (Hooghly-adjacent),90,3,8.4,5,3,32,93.6,Moderate,3,82.5,33.6,28.4,30.4,26.4,300.0,Wet,Major
14,2026-08,346.5,23,Very Wet,2,0.55,Yes (Hooghly-adjacent),90,3,8.8,5,3,32,97.7,Moderate,4,87.0,34.4,28.4,30.4,26.4,389.5,Very Wet,Major
15,2025-09,256.1,17,Wet,8,1.68,No,64,1,40.2,8,7,65,73.6,Moderate,1,83.8,33.6,28.3,31.3,25.3,270.0,Wet,Minor
15,2025-10,120.0,8,Moderate,8,1.96,No,64,1,36.8,8,7,65,49.4,Moderate,0,74.7,32.4,28.5,32.0,25.0,122.7,Moderate,No Risk
15,2025-11,22.1,1,Dry,8,2.38,No,64,1,31.5,8,7,65,31.9,High,1,67.4,22.7,22.6,26.6,18.6,21.1,Dry,Minor
15,2025-12,4.6,0,Dry,8,2.8,No,64,1,26.2,8,7,65,28.8,High,0,56.9,18.8,19.3,23.8,14.8,4.3,Dry,No Risk
15,2026-01,12.6,1,Dry,8,3.22,No,64,1,24.5,8,7,65,30.2,High,0,61.6,20.7,20.9,25.4,16.4,11.0,Dry,No Risk
15,2026-02,22.4,1,Dry,8,3.5,No,64,1,26.2,8,7,65,32.0,Very High,1,58.3,23.1,23.2,27.2,19.2,22.9,Dry,Minor
15,2026-03,32.1,2,Dry,8,3.78,No,64,1,28.0,8,7,65,33.7,Very High,0,56.5,26.3,26.2,29.7,22.7,30.1,Dry,No Risk
15,2026-04,48.7,3,Dry,8,3.78,No,64,1,29.8,8,7,65,36.7,Very High,0,65.0,34.2,30.1,33.6,26.6,46.6,Dry,No Risk
15,2026-05,133.1,9,Moderate,8,3.36,No,64,1,31.5,8,7,65,51.7,High,0,72.1,34.8,29.7,33.2,26.2,127.4,Moderate,No Risk
15,2026-06,315.1,21,Very Wet,8,2.52,No,64,1,36.8,8,7,65,84.1,Low,1,80.2,37.1,29.8,32.3,27.3,329.8,Very Wet,Minor
15,2026-07,337.7,23,Very Wet,8,1.82,No,64,1,42.0,8,7,65,88.1,Moderate,1,86.3,38.3,29.6,31.6,27.6,351.4,Very Wet,Minor
15,2026-08,324.4,22,Very Wet,8,1.54,No,64,1,43.8,8,7,65,85.8,Moderate,0,87.4,36.7,29.1,31.1,27.1,320.1,Very Wet,No Risk
16,2025-09,270.8,18,Wet,6,1.32,No,81,1,20.7,8,7,62,76.2,Moderate,1,85.6,36.1,29.0,32.0,26.0,262.3,Wet,Minor
16,2025-10,120.5,8,Moderate,6,1.54,No,81,1,18.9,8,7,62,49.5,Moderate,1,77.3,30.4,27.4,30.9,23.9,107.4,Moderate,Minor
16,2025-11,23.2,2,Dry,6,1.87,No,81,1,16.2,8,7,62,32.1,High,0,68.2,23.3,23.1,27.1,19.1,23.6,Dry,No Risk
16,2025-12,5.0,0,Dry,6,2.2,No,81,1,13.5,8,7,62,28.9,High,0,57.1,18.6,19.1,23.6,14.6,5.3,Dry,No Risk
16,2026-01,13.6,1,Dry,6,2.53,No,81,1,12.6,8,7,62,30.4,High,0,56.6,19.6,20.1,24.6,15.6,12.5,Dry,No Risk
16,2026-02,21.5,1,Dry,6,2.75,No,81,1,13.5,8,7,62,31.8,Very High,0,60.1,23.2,23.2,27.2,19.2,20.5,Dry,No Risk
16,2026-03,32.4,2,Dry,6,2.97,No,81,1,14.4,8,7,62,33.8,Very High,0,53.6,26.2,26.1,29.6,22.6,37.2,Dry,No Risk
16,2026-04,43.9,3,Dry,6,2.97,No,81,1,15.3,8,7,62,35.8,Very High,0,65.5,34.9,30.4,33.9,26.9,40.4,Dry,No Risk
16,2026-05,110.0,7,Moderate,6,2.64,No,81,1,16.2,8,7,62,47.6,High,1,69.8,36.0,30.4,33.9,26.9,117.7,Moderate,Minor
16,2026-06,273.8,18,Wet,6,1.98,No,81,1,18.9,8,7,62,76.7,Low,1,78.9,36.1,29.6,32.1,27.1,240.4,Wet,Minor
16,2026-07,327.1,22,Very Wet,6,1.43,No,81,1,21.6,8,7,62,86.2,Moderate,1,86.9,34.0,28.2,30.2,26.2,336.4,Very Wet,Minor
16,2026-08,343.7,23,Very Wet,6,1.21,No,81,1,22.5,8,7,62,89.2,Moderate,1,86.1,37.0,29.3,31.3,27.3,353.1,Very Wet,Minor
17,2025-09,279.4,19,Wet,5,1.14,No,92,0,9.2,6,5,48,81.7,Moderate,1,84.4,36.1,29.1,32.1,26.1,309.1,Very Wet,Minor
17,2025-10,132.5,9,Moderate,5,1.33,No,92,0,8.4,6,5,48,55.6,Moderate,0,75.9,31.7,28.1,31.6,24.6,125.4,Moderate,No Risk
17,2025-11,24.2,2,Dry,5,1.61,No,92,0,7.2,6,5,48,36.3,High,0,63.7,23.6,23.5,27.5,19.5,22.9,Dry,No Risk
17,2025-12,4.4,0,Dry,5,1.9,No,92,0,6.0,6,5,48,32.8,High,0,54.8,16.8,17.5,22.0,13.0,4.3,Dry,No Risk
17,2026-01,13.6,1,Dry,5,2.18,No,92,0,5.6,6,5,48,34.4,High,0,57.9,18.9,19.4,23.9,14.9,14.1,Dry,No Risk
17,2026-02,22.3,1,Dry,5,2.38,No,92,0,6.0,6,5,48,36.0,Very High,0,56.6,23.4,23.5,27.5,19.5,25.0,Dry,No Risk
17,2026-03,34.4,2,Dry,5,2.56,No,92,0,6.4,6,5,48,38.1,Very High,0,56.6,27.7,26.9,30.4,23.4,28.8,Dry,No Risk
17,2026-04,45.2,3,Dry,5,2.56,No,92,0,6.8,6,5,48,40.1,Very High,0,63.9,34.5,30.4,33.9,26.9,51.7,Moderate,No Risk
17,2026-05,131.2,9,Moderate,5,2.28,No,92,0,7.2,6,5,48,55.4,High,0,68.7,34.8,30.0,33.5,26.5,140.9,Moderate,No Risk
17,2026-06,304.0,20,Very Wet,5,1.71,No,92,0,8.4,6,5,48,86.1,Low,1,81.1,39.2,30.4,32.9,27.9,325.8,Very Wet,Minor
17,2026-07,363.6,24,Very Wet,5,1.23,No,92,0,9.6,6,5,48,96.7,Moderate,3,82.6,39.2,30.2,32.2,28.2,369.4,Very Wet,Major
17,2026-08,330.9,22,Very Wet,5,1.04,No,92,0,10.0,6,5,48,90.9,Moderate,2,84.4,34.8,28.7,30.7,26.7,313.6,Very Wet,Moderate
18,2025-09,281.6,19,Wet,4,0.96,No,93,0,8.0,6,4,44,84.1,Moderate,2,87.3,36.4,29.0,32.0,26.0,268.7,Wet,Moderate
18,2025-10,127.1,8,Moderate,4,1.12,No,93,0,7.4,6,4,44,56.6,Moderate,0,77.2,29.6,27.1,30.6,23.6,127.5,Moderate,No Risk
18,2025-11,24.0,2,Dry,4,1.36,No,93,0,6.3,6,4,44,38.3,High,0,66.3,23.4,23.2,27.2,19.2,20.8,Dry,No Risk
18,2025-12,5.6,0,Dry,4,1.6,No,93,0,5.2,6,4,44,35.0,High,0,58.4,17.5,18.1,22.6,13.6,5.0,Dry,No Risk
18,2026-01,14.5,1,Dry,4,1.84,No,93,0,4.9,6,4,44,36.6,High,0,57.9,20.3,20.6,25.1,16.1,14.0,Dry,No Risk
18,2026-02,25.7,2,Dry,4,2.0,No,93,0,5.2,6,4,44,38.6,Very High,1,60.0,21.9,22.1,26.1,18.1,27.0,Dry,Minor
18,2026-03,33.2,2,Dry,4,2.16,No,93,0,5.6,6,4,44,39.9,Very High,0,58.5,28.3,27.3,30.8,23.8,34.3,Dry,No Risk
18,2026-04,44.8,3,Dry,4,2.16,No,93,0,6.0,6,4,44,42.0,Very High,0,66.1,35.7,30.7,34.2,27.2,44.7,Dry,No Risk
18,2026-05,128.5,9,Moderate,4,1.92,No,93,0,6.3,6,4,44,56.9,High,0,66.5,35.8,30.7,34.2,27.2,99.2,Moderate,No Risk
18,2026-06,281.2,19,Wet,4,1.44,No,93,0,7.4,6,4,44,84.1,Low,2,78.1,39.2,30.7,33.2,28.2,252.1,Wet,Moderate
18,2026-07,341.1,23,Very Wet,4,1.04,No,93,0,8.4,6,4,44,94.7,Moderate,3,81.4,35.2,29.0,31.0,27.0,354.1,Very Wet,Major
18,2026-08,322.1,21,Very Wet,4,0.88,No,93,0,8.8,6,4,44,91.3,Moderate,3,88.0,35.7,28.7,30.7,26.7,282.0,Wet,Major
