date,year,month,month_name,ward_id,ward_name,latitude,longitude,rainfall_mm,rainy_days,max_24h_rainfall_mm,rainfall_intensity_category,spatial_resolution,data_status,source_note
2026-08-01,2026,8,August,38,KMC Ward 38,22.667075,88.357077,421.1,31,88.9,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,39,KMC Ward 39,22.607552,88.356928,267.3,23,71.5,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,39,KMC Ward 39,22.607552,88.356928,161.7,16,47.9,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,39,KMC Ward 39,22.607552,88.356928,34,4,10.4,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,39,KMC Ward 39,22.607552,88.356928,7.8,2,3.5,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,39,KMC Ward 39,22.607552,88.356928,10.1,2,4,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,39,KMC Ward 39,22.607552,88.356928,22.7,0,9.1,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,39,KMC Ward 39,22.607552,88.356928,39.1,1,8.4,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,39,KMC Ward 39,22.607552,88.356928,60.7,4,18.4,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,39,KMC Ward 39,22.607552,88.356928,97.7,10,30.2,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,39,KMC Ward 39,22.607552,88.356928,310.9,22,76,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,39,KMC Ward 39,22.607552,88.356928,476.1,31,202.9,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,39,KMC Ward 39,22.607552,88.356928,440.7,31,126.2,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,40,KMC Ward 40,22.631188,88.352752,209.4,17,51.6,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,40,KMC Ward 40,22.631188,88.352752,148.5,9,36.2,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,40,KMC Ward 40,22.631188,88.352752,40.9,4,14,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,40,KMC Ward 40,22.631188,88.352752,14.9,0,6.6,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,40,KMC Ward 40,22.631188,88.352752,12.5,0,3,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,40,KMC Ward 40,22.631188,88.352752,20.1,0,5.1,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,40,KMC Ward 40,22.631188,88.352752,31.9,3,10.8,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,40,KMC Ward 40,22.631188,88.352752,29.4,3,7.6,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,40,KMC Ward 40,22.631188,88.352752,75.3,7,20.3,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,40,KMC Ward 40,22.631188,88.352752,165.2,15,65.4,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,40,KMC Ward 40,22.631188,88.352752,322.8,29,84.8,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,40,KMC Ward 40,22.631188,88.352752,359.8,31,84.9,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,41,KMC Ward 41,22.650823,88.343545,228,22,71.1,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,41,KMC Ward 41,22.650823,88.343545,138.9,11,37.1,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,41,KMC Ward 41,22.650823,88.343545,31,4,11.4,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,41,KMC Ward 41,22.650823,88.343545,7.1,2,2,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,41,KMC Ward 41,22.650823,88.343545,9.2,3,4.1,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,41,KMC Ward 41,22.650823,88.343545,21.4,1,8,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,41,KMC Ward 41,22.650823,88.343545,29.5,5,8.5,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,41,KMC Ward 41,22.650823,88.343545,76.5,4,26.3,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,41,KMC Ward 41,22.650823,88.343545,101.1,9,21.2,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,41,KMC Ward 41,22.650823,88.343545,261,21,84.2,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,41,KMC Ward 41,22.650823,88.343545,241.5,20,77.4,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,41,KMC Ward 41,22.650823,88.343545,373.1,31,129.7,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,42,KMC Ward 42,22.591739,88.359582,212.4,21,75.5,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,42,KMC Ward 42,22.591739,88.359582,144.9,9,58.1,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,42,KMC Ward 42,22.591739,88.359582,33.7,2,12.7,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,42,KMC Ward 42,22.591739,88.359582,10.8,1,2.5,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,42,KMC Ward 42,22.591739,88.359582,11.2,1,2.4,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,42,KMC Ward 42,22.591739,88.359582,16.6,1,6.6,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,42,KMC Ward 42,22.591739,88.359582,17.7,1,4.7,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,42,KMC Ward 42,22.591739,88.359582,51.3,5,11.2,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,42,KMC Ward 42,22.591739,88.359582,78.4,5,32.3,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,42,KMC Ward 42,22.591739,88.359582,206.9,17,78.9,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,42,KMC Ward 42,22.591739,88.359582,258.3,21,57.6,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,42,KMC Ward 42,22.591739,88.359582,210.9,16,42.8,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,43,KMC Ward 43,22.611378,88.346765,226.1,21,87.4,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,43,KMC Ward 43,22.611378,88.346765,123.8,10,43.5,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,43,KMC Ward 43,22.611378,88.346765,37,3,13.8,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,43,KMC Ward 43,22.611378,88.346765,17.7,0,3.8,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,43,KMC Ward 43,22.611378,88.346765,10.9,0,2.5,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,43,KMC Ward 43,22.611378,88.346765,23.2,2,9.2,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,43,KMC Ward 43,22.611378,88.346765,32,2,10.3,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,43,KMC Ward 43,22.611378,88.346765,70.6,8,25.8,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,43,KMC Ward 43,22.611378,88.346765,118.3,12,27.4,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,43,KMC Ward 43,22.611378,88.346765,211.2,16,62.6,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,43,KMC Ward 43,22.611378,88.346765,470.6,31,102.4,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,43,KMC Ward 43,22.611378,88.346765,306.4,26,116.2,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,44,KMC Ward 44,22.626359,88.340246,227.1,19,59.5,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,44,KMC Ward 44,22.626359,88.340246,157.9,12,49,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,44,KMC Ward 44,22.626359,88.340246,47.1,3,10.4,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,44,KMC Ward 44,22.626359,88.340246,14.6,5,4.7,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,44,KMC Ward 44,22.626359,88.340246,8.9,0,3.1,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,44,KMC Ward 44,22.626359,88.340246,14.1,0,4.1,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,44,KMC Ward 44,22.626359,88.340246,30,1,8.3,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,44,KMC Ward 44,22.626359,88.340246,57.3,3,18.2,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,44,KMC Ward 44,22.626359,88.340246,135.2,12,42.1,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,44,KMC Ward 44,22.626359,88.340246,254.1,23,98.8,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,44,KMC Ward 44,22.626359,88.340246,313.5,27,74.3,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,44,KMC Ward 44,22.626359,88.340246,319.6,25,116.2,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,45,KMC Ward 45,22.643175,88.331368,276.6,26,93.5,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,45,KMC Ward 45,22.643175,88.331368,166.4,16,47.4,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,45,KMC Ward 45,22.643175,88.331368,31.1,0,12.1,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,45,KMC Ward 45,22.643175,88.331368,15.1,0,3.3,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,45,KMC Ward 45,22.643175,88.331368,9.8,0,3.4,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,45,KMC Ward 45,22.643175,88.331368,19.6,3,4.1,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,45,KMC Ward 45,22.643175,88.331368,36.5,0,12.4,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,45,KMC Ward 45,22.643175,88.331368,37.7,2,16.3,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,45,KMC Ward 45,22.643175,88.331368,128.9,8,53.9,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,45,KMC Ward 45,22.643175,88.331368,342.9,26,154.2,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,45,KMC Ward 45,22.643175,88.331368,234.6,20,102,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,45,KMC Ward 45,22.643175,88.331368,281.5,24,67.7,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,46,KMC Ward 46,22.595551,88.346722,192,17,41.9,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,46,KMC Ward 46,22.595551,88.346722,186,17,51.5,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,46,KMC Ward 46,22.595551,88.346722,18.4,2,5.3,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,46,KMC Ward 46,22.595551,88.346722,10.5,0,3.8,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,46,KMC Ward 46,22.595551,88.346722,12.7,3,5.6,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,46,KMC Ward 46,22.595551,88.346722,19,0,5.8,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,46,KMC Ward 46,22.595551,88.346722,42,1,17,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,46,KMC Ward 46,22.595551,88.346722,71.7,5,17.2,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,46,KMC Ward 46,22.595551,88.346722,118.4,11,28.1,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,46,KMC Ward 46,22.595551,88.346722,289.8,22,109.5,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,46,KMC Ward 46,22.595551,88.346722,335.9,28,88.7,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,46,KMC Ward 46,22.595551,88.346722,297.8,23,60.9,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,47,KMC Ward 47,22.605503,88.337168,289.5,22,79.5,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,47,KMC Ward 47,22.605503,88.337168,179.4,16,60.9,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,47,KMC Ward 47,22.605503,88.337168,32,3,9.3,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,47,KMC Ward 47,22.605503,88.337168,7.8,0,2,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,47,KMC Ward 47,22.605503,88.337168,6,0,1.6,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,47,KMC Ward 47,22.605503,88.337168,16.8,2,5.6,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,47,KMC Ward 47,22.605503,88.337168,34.5,2,11.6,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,47,KMC Ward 47,22.605503,88.337168,85.2,2,19.5,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,47,KMC Ward 47,22.605503,88.337168,93.1,9,29.4,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,47,KMC Ward 47,22.605503,88.337168,254.1,20,98.6,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,47,KMC Ward 47,22.605503,88.337168,357.9,29,160.5,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,47,KMC Ward 47,22.605503,88.337168,206.6,17,85.2,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,48,KMC Ward 48,22.627511,88.333775,232.1,19,101.1,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,48,KMC Ward 48,22.627511,88.333775,166.9,11,47.8,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,48,KMC Ward 48,22.627511,88.333775,31.4,2,6.9,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,48,KMC Ward 48,22.627511,88.333775,11.4,3,4,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,48,KMC Ward 48,22.627511,88.333775,8.1,1,3.5,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,48,KMC Ward 48,22.627511,88.333775,20.5,2,5,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,48,KMC Ward 48,22.627511,88.333775,30.5,3,10.3,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,48,KMC Ward 48,22.627511,88.333775,50.3,4,19.3,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,48,KMC Ward 48,22.627511,88.333775,117.6,10,51.3,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,48,KMC Ward 48,22.627511,88.333775,311,26,101.6,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,48,KMC Ward 48,22.627511,88.333775,459.9,31,132,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,48,KMC Ward 48,22.627511,88.333775,371.1,31,85.4,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,49,KMC Ward 49,22.641262,88.313402,288.6,24,121.7,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,49,KMC Ward 49,22.641262,88.313402,221.2,21,81.5,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,49,KMC Ward 49,22.641262,88.313402,41.7,2,16.5,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,49,KMC Ward 49,22.641262,88.313402,12.6,0,5,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,49,KMC Ward 49,22.641262,88.313402,13.3,1,3.7,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,49,KMC Ward 49,22.641262,88.313402,18.2,5,5.2,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,49,KMC Ward 49,22.641262,88.313402,28.7,0,12,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,49,KMC Ward 49,22.641262,88.313402,74.6,9,16.4,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,49,KMC Ward 49,22.641262,88.313402,151,11,67.5,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,49,KMC Ward 49,22.641262,88.313402,296.6,26,124,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,49,KMC Ward 49,22.641262,88.313402,372.5,28,84.7,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,49,KMC Ward 49,22.641262,88.313402,325.5,27,91.1,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,50,KMC Ward 50,22.591587,88.342832,325.9,28,133.3,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-10-01,2025,10,October,50,KMC Ward 50,22.591587,88.342832,149.4,15,66.9,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-11-01,2025,11,November,50,KMC Ward 50,22.591587,88.342832,51,0,17.5,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-12-01,2025,12,December,50,KMC Ward 50,22.591587,88.342832,15.3,2,4.3,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-01-01,2026,1,January,50,KMC Ward 50,22.591587,88.342832,11,3,4.9,Very Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-02-01,2026,2,February,50,KMC Ward 50,22.591587,88.342832,22.8,2,9.3,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-03-01,2026,3,March,50,KMC Ward 50,22.591587,88.342832,37.7,7,12.7,Low,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-04-01,2026,4,April,50,KMC Ward 50,22.591587,88.342832,70.8,6,29.1,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-05-01,2026,5,May,50,KMC Ward 50,22.591587,88.342832,121.5,12,32.1,Moderate,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-06-01,2026,6,June,50,KMC Ward 50,22.591587,88.342832,281.7,20,109.4,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-07-01,2026,7,July,50,KMC Ward 50,22.591587,88.342832,519.1,31,199.5,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2026-08-01,2026,8,August,50,KMC Ward 50,22.591587,88.342832,355.2,27,101.9,Very High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
2025-09-01,2025,9,September,51,KMC Ward 51,22.60388,88.330842,179.5,17,42.6,High,ward_representative_point,SYNTHETIC_MVP_SPATIALIZED,Replace with official station/grid observations before ML validation
