Ward_ID,Ward_Name,Zone,Administrative_Body,Latitude,Longitude,Landscape_Type,Month,Season,Avg_Temperature_C,Estimated_Max_Temperature_C,Estimated_Min_Temperature_C,Citywide_Normal_Temperature_C,Deviation_from_Normal_C,Temperature_Category
17,Maniktala,North Central,KMC,22.585,88.38,Dense residential,2026-01,Winter,19.4,23.9,14.9,20,-0.6,Cool
17,Maniktala,North Central,KMC,22.585,88.38,Dense residential,2026-02,Winter,23.5,27.5,19.5,23,0.5,Mild
17,Maniktala,North Central,KMC,22.585,88.38,Dense residential,2026-03,Pre-Monsoon,26.9,30.4,23.4,27,-0.1,Warm
17,Maniktala,North Central,KMC,22.585,88.38,Dense residential,2026-04,Pre-Monsoon,30.4,33.9,26.9,30,0.4,Hot
17,Maniktala,North Central,KMC,22.585,88.38,Dense residential,2026-05,Pre-Monsoon,30,33.5,26.5,30,0,Hot
17,Maniktala,North Central,KMC,22.585,88.38,Dense residential,2026-06,Monsoon,30.4,32.9,27.9,30,0.4,Hot
17,Maniktala,North Central,KMC,22.585,88.38,Dense residential,2026-07,Monsoon,30.2,32.2,28.2,29,1.2,Hot
17,Maniktala,North Central,KMC,22.585,88.38,Dense residential,2026-08,Monsoon,28.7,30.7,26.7,29,-0.3,Warm
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2025-09,Monsoon (retreating),29,32,26,29,0,Warm
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2025-10,Post-Monsoon,27.1,30.6,23.6,27,0.1,Warm
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2025-11,Post-Monsoon,23.2,27.2,19.2,23,0.2,Mild
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2025-12,Winter,18.1,22.6,13.6,19,-0.9,Cool
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2026-01,Winter,20.6,25.1,16.1,20,0.6,Mild
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2026-02,Winter,22.1,26.1,18.1,23,-0.9,Mild
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2026-03,Pre-Monsoon,27.3,30.8,23.8,27,0.3,Warm
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2026-04,Pre-Monsoon,30.7,34.2,27.2,30,0.7,Hot
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2026-05,Pre-Monsoon,30.7,34.2,27.2,30,0.7,Hot
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2026-06,Monsoon,30.7,33.2,28.2,30,0.7,Hot
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2026-07,Monsoon,29,31,27,29,0,Hot
18,Entally,Central East,KMC,22.562,88.37,Dense low-lying residential,2026-08,Monsoon,28.7,30.7,26.7,29,-0.3,Warm
