Ward_ID,Ward_Name,Zone,Administrative_Body,Boundary_Type,Within_KMC_Limits,Latitude,Longitude,Distance_from_City_Center_km,Approx_Ward_Area_Sqkm,Approx_Boundary_Perimeter_km,Month,Season,Estimated_Waterlogged_Area_Percent,Boundary_Status
17,Maniktala,North Central,KMC,KMC Ward,Yes,22.585,88.38,3.43,3,6.1,2026-02,Winter,0,Normal
17,Maniktala,North Central,KMC,KMC Ward,Yes,22.585,88.38,3.43,3,6.1,2026-03,Pre-Monsoon,0,Normal
17,Maniktala,North Central,KMC,KMC Ward,Yes,22.585,88.38,3.43,3,6.1,2026-04,Pre-Monsoon,0,Normal
17,Maniktala,North Central,KMC,KMC Ward,Yes,22.585,88.38,3.43,3,6.1,2026-05,Pre-Monsoon,0,Normal
17,Maniktala,North Central,KMC,KMC Ward,Yes,22.585,88.38,3.43,3,6.1,2026-06,Monsoon,5.3,Partial Waterlogging
17,Maniktala,North Central,KMC,KMC Ward,Yes,22.585,88.38,3.43,3,6.1,2026-07,Monsoon,12.3,Significant Waterlogging
17,Maniktala,North Central,KMC,KMC Ward,Yes,22.585,88.38,3.43,3,6.1,2026-08,Monsoon,8.8,Partial Waterlogging
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2025-09,Monsoon (retreating),9.1,Partial Waterlogging
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2025-10,Post-Monsoon,0,Normal
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2025-11,Post-Monsoon,0,Normal
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2025-12,Winter,0,Normal
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2026-01,Winter,0,Normal
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2026-02,Winter,5.6,Partial Waterlogging
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2026-03,Pre-Monsoon,0,Normal
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2026-04,Pre-Monsoon,0,Normal
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2026-05,Pre-Monsoon,0,Normal
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2026-06,Monsoon,9.1,Partial Waterlogging
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2026-07,Monsoon,12.6,Significant Waterlogging
18,Entally,Central East,KMC,KMC Ward,Yes,22.562,88.37,2.13,2.5,5.5,2026-08,Monsoon,12.6,Significant Waterlogging
